descripcion,monto,categoria,es_gasto_hormiga,fuente,peso,X
"Hojas sueltas de papel (oficio, carta, cuadriculado, mantequilla, carbón), cartulina y otro tipo de ",3423,alimentacion,True,DANE_ENIG,1,"hojas sueltas de papel (oficio, carta, cuadriculado, mantequilla, carbón), cartulina y otro tipo de monto:bajo"
Resmas de papel (carta u oficio),4778,alimentacion,True,DANE_ENIG,1,resmas de papel (carta u oficio) monto:bajo
"Otros artículos de papeleria: fólderes, sobres (carta o manila), forros, rótulos",8146,alimentacion,True,DANE_ENIG,1,"otros artículos de papeleria: fólderes, sobres (carta o manila), forros, rótulos monto:bajo"
"Lápices, portaminas, minas, talápices y borradores",3196,alimentacion,True,DANE_ENIG,1,"lápices, portaminas, minas, talápices y borradores monto:bajo"
"Bolígrafos, plumasters, estilógrafos, plumas, marcadores y resaltadores",2790,alimentacion,True,DANE_ENIG,1,"bolígrafos, plumasters, estilógrafos, plumas, marcadores y resaltadores monto:bajo"
"Tintas (para estilógrafo, china y otras), plantillas de dibujo, almohadillas, líquidos correctores, ",2555,alimentacion,True,DANE_ENIG,1,"tintas (para estilógrafo, china y otras), plantillas de dibujo, almohadillas, líquidos correctores, monto:bajo"
Pinceles para dibujo,1491,alimentacion,True,DANE_ENIG,1,pinceles para dibujo monto:bajo
"Vinilos, témperas, acuarelas, óleos, carboncillos, cajas de colores, crayolas, plastilina, otras pin",3055,alimentacion,True,DANE_ENIG,1,"vinilos, témperas, acuarelas, óleos, carboncillos, cajas de colores, crayolas, plastilina, otras pin monto:bajo"
"Otros artículos para manualidades (repujadores, troqueladores, enrolladores, etc)",7474,alimentacion,True,DANE_ENIG,1,"otros artículos para manualidades (repujadores, troqueladores, enrolladores, etc) monto:bajo"
"Perforadoras, cortadoras, tijeras, grapadoras",83,alimentacion,True,DANE_ENIG,1,"perforadoras, cortadoras, tijeras, grapadoras monto:bajo"
"Pegamentos, cintas, colbones, gomas, adhesivos, bisturís, grapas, clips, broches",2245,alimentacion,True,DANE_ENIG,1,"pegamentos, cintas, colbones, gomas, adhesivos, bisturís, grapas, clips, broches monto:bajo"
"Reglas, escuadras, compaces, transportadores y otros instrumentos de geometría.",3050,alimentacion,True,DANE_ENIG,1,"reglas, escuadras, compaces, transportadores y otros instrumentos de geometría. monto:bajo"
"Estuches para lápices, pizarras, tiza, yeso para actividades educativas, madera balso etc.",8833,alimentacion,True,DANE_ENIG,1,"estuches para lápices, pizarras, tiza, yeso para actividades educativas, madera balso etc. monto:bajo"
"Paquetes turísticos completos: Gira turística completa (incluye pasajes, alojamiento, alimentación, ",166667,alimentacion,False,DANE_ENIG,1,"paquetes turísticos completos: gira turística completa (incluye pasajes, alojamiento, alimentación, monto:alto"
Matrícula e inscripción en preescolar,1510,servicios,False,DANE_ENIG,1,matrícula e inscripción en preescolar monto:bajo
Pensiones en preescolar,13085,servicios,False,DANE_ENIG,1,pensiones en preescolar monto:bajo
Bonos escolares en preescolar,1330,servicios,False,DANE_ENIG,1,bonos escolares en preescolar monto:bajo
Asociación de padres de familia en preescolar,1017,servicios,False,DANE_ENIG,1,asociación de padres de familia en preescolar monto:bajo
"Uniformes (diario, gala, deportes) en preescolar",4727,servicios,False,DANE_ENIG,1,"uniformes (diario, gala, deportes) en preescolar monto:bajo"
"Otros gastos en preescolar no especificados anteriormente (aportes para rifas, eventos especiales y ",5442,servicios,False,DANE_ENIG,1,"otros gastos en preescolar no especificados anteriormente (aportes para rifas, eventos especiales y monto:bajo"
Matrícula e inscripción en primaria,1947,servicios,False,DANE_ENIG,1,matrícula e inscripción en primaria monto:bajo
Pensiones en primaria,24416,servicios,False,DANE_ENIG,1,pensiones en primaria monto:bajo
Bonos escolares en primaria,1501,servicios,False,DANE_ENIG,1,bonos escolares en primaria monto:bajo
Asociación de padres de familia en primaria,961,servicios,False,DANE_ENIG,1,asociación de padres de familia en primaria monto:bajo
"Uniformes (diario, gala, deportes) en primaria",6394,servicios,False,DANE_ENIG,1,"uniformes (diario, gala, deportes) en primaria monto:bajo"
"Otros gastos en primaria no especificados anteriormente (aportes para rifas, eventos especiales y co",10141,servicios,False,DANE_ENIG,1,"otros gastos en primaria no especificados anteriormente (aportes para rifas, eventos especiales y co monto:bajo"
Matrícula e inscripción en educación para niños con necesidades educativas especiales,937,servicios,False,DANE_ENIG,1,matrícula e inscripción en educación para niños con necesidades educativas especiales monto:bajo
Matriculas e inscripción en secundaria,4492,servicios,False,DANE_ENIG,1,matriculas e inscripción en secundaria monto:bajo
Pensiones en secundaria,46543,servicios,False,DANE_ENIG,1,pensiones en secundaria monto:medio
Bonos escolares en secundaria,2024,servicios,False,DANE_ENIG,1,bonos escolares en secundaria monto:bajo
Asociación de padres de familia en secundaria,1108,servicios,False,DANE_ENIG,1,asociación de padres de familia en secundaria monto:bajo
"Uniformes (diario, gala, deportes) en secundaria",7646,servicios,False,DANE_ENIG,1,"uniformes (diario, gala, deportes) en secundaria monto:bajo"
"Otros gastos en secundaria no especificados anteriormente (aportes para rifas, eventos especiales y ",27406,servicios,False,DANE_ENIG,1,"otros gastos en secundaria no especificados anteriormente (aportes para rifas, eventos especiales y monto:bajo"
Inscripciones y matrículas en carreras universitarias (no incluye postgrado),102244,servicios,False,DANE_ENIG,1,inscripciones y matrículas en carreras universitarias (no incluye postgrado) monto:medio
Inscripciones y matrículas en carreras técnicas y tecnológicas,43082,servicios,False,DANE_ENIG,1,inscripciones y matrículas en carreras técnicas y tecnológicas monto:medio
"Inscripciones y matrículas en postgrados (especialización, maestría, doctorado)",416667,servicios,False,DANE_ENIG,1,"inscripciones y matrículas en postgrados (especialización, maestría, doctorado) monto:alto"
Otros gastos en educación superior (pregrados y postgrados),22210,servicios,False,DANE_ENIG,1,otros gastos en educación superior (pregrados y postgrados) monto:bajo
"Cursos de educación no formal en academias o instituciones de idiomas, informática, moda y confecció",56497,servicios,False,DANE_ENIG,1,"cursos de educación no formal en academias o instituciones de idiomas, informática, moda y confecció monto:medio"
Cursos de educación no formal en academias o instituciones de deportes,10000,servicios,False,DANE_ENIG,1,cursos de educación no formal en academias o instituciones de deportes monto:bajo
Cursos de educación no formal en academias o instituciones de formación artística,10000,servicios,False,DANE_ENIG,1,cursos de educación no formal en academias o instituciones de formación artística monto:bajo
"Diplomados, educación continuada, preicfes, preuniversitarios",4167,servicios,False,DANE_ENIG,1,"diplomados, educación continuada, preicfes, preuniversitarios monto:bajo"
Educación para adultos y validaciones,20893,servicios,False,DANE_ENIG,1,educación para adultos y validaciones monto:bajo
Clases académicas dictadas por particulares,12437,servicios,False,DANE_ENIG,1,clases académicas dictadas por particulares monto:bajo
Desayunos completos,13452,alimentacion,False,DANE_ENIG,1,desayunos completos monto:bajo
Almuerzos completos,33909,alimentacion,False,DANE_ENIG,1,almuerzos completos monto:medio
Comidas completas,22393,alimentacion,False,DANE_ENIG,1,comidas completas monto:bajo
"Platos diversos: Pollo asado, carne asada, arroz chino, lechona y similares",15209,alimentacion,False,DANE_ENIG,1,"platos diversos: pollo asado, carne asada, arroz chino, lechona y similares monto:bajo"
"Bebidas calientes en cafeterías y similares: Tinto, café con leche, chocolate, té, bebida achocolata",2295,alimentacion,True,DANE_ENIG,1,"bebidas calientes en cafeterías y similares: tinto, café con leche, chocolate, té, bebida achocolata monto:bajo"
Gaseosa y otros refrescos,2134,alimentacion,True,DANE_ENIG,1,gaseosa y otros refrescos monto:bajo
Jugos naturales,2912,alimentacion,True,DANE_ENIG,1,jugos naturales monto:bajo
"Masato, mazamorra, chicha, avena helada, malteada, agua de panela fria y similar",575,alimentacion,True,DANE_ENIG,1,"masato, mazamorra, chicha, avena helada, malteada, agua de panela fria y similar monto:bajo"
"Helados, paletas, conos y similares",775,alimentacion,True,DANE_ENIG,1,"helados, paletas, conos y similares monto:bajo"
"Pan, almojábanas, buñuelos, pandeyucas, arepas y similares",2446,alimentacion,True,DANE_ENIG,1,"pan, almojábanas, buñuelos, pandeyucas, arepas y similares monto:bajo"
"Emparedados, empanadas, bollos, envueltos, tamales, pastel de pollo, perros calientes, hamburguesas,",6197,alimentacion,True,DANE_ENIG,1,"emparedados, empanadas, bollos, envueltos, tamales, pastel de pollo, perros calientes, hamburguesas, monto:bajo"
"Productos de salsamentaria y fritanga: chorizos, jamones, rellenas y similares",5729,alimentacion,True,DANE_ENIG,1,"productos de salsamentaria y fritanga: chorizos, jamones, rellenas y similares monto:bajo"
"Onces, medias nueves, media mañana, algo, entredía, recreo",1289,alimentacion,True,DANE_ENIG,1,"onces, medias nueves, media mañana, algo, entredía, recreo monto:bajo"
"Gastos en discotecas, bares, griles, tabernas y similares (comida, bebidas, cover)",52765,alimentacion,False,DANE_ENIG,1,"gastos en discotecas, bares, griles, tabernas y similares (comida, bebidas, cover) monto:medio"
"Gastos en bebidas alcohólicas (cerveza, aguardiente, ron, etc) en tiendas, fondas rurales y al aire ",37161,alimentacion,False,DANE_ENIG,1,"gastos en bebidas alcohólicas (cerveza, aguardiente, ron, etc) en tiendas, fondas rurales y al aire monto:medio"
"Pago mensual por alimentación de estudiantes en establecimiento educativo (restaurantes escolares, u",10138,alimentacion,False,DANE_ENIG,1,"pago mensual por alimentación de estudiantes en establecimiento educativo (restaurantes escolares, u monto:bajo"
Pago en comedores comunitarios,7918,alimentacion,True,DANE_ENIG,1,pago en comedores comunitarios monto:bajo
Valor imputado por alimentación en comedores comunitarios,8714,alimentacion,True,DANE_ENIG,1,valor imputado por alimentación en comedores comunitarios monto:bajo
Valor imputado de alimentos que pagaria a precios de mercado para menores de 3 años,50657,alimentacion,False,DANE_ENIG,1,valor imputado de alimentos que pagaria a precios de mercado para menores de 3 años monto:medio
Pago de alimentos recibidos por personas de 3 años y más en el plantel,9765,alimentacion,True,DANE_ENIG,1,pago de alimentos recibidos por personas de 3 años y más en el plantel monto:bajo
Valor imputado de alimentos que pagaria a precios de mercado para personas de 3 años y más,72846,alimentacion,False,DANE_ENIG,1,valor imputado de alimentos que pagaria a precios de mercado para personas de 3 años y más monto:medio
"Servicios de alojamiento en hoteles, pensiones, posadas y hostales",39408,alimentacion,False,DANE_ENIG,1,"servicios de alojamiento en hoteles, pensiones, posadas y hostales monto:medio"
Servicios de alojamiento en moteles y residencias,45241,alimentacion,False,DANE_ENIG,1,servicios de alojamiento en moteles y residencias monto:medio
"Servicios de alojamiento en Centros de vacaciones, cabañas, apartamentos, servicios de alquiler en t",5000,alimentacion,True,DANE_ENIG,1,"servicios de alojamiento en centros de vacaciones, cabañas, apartamentos, servicios de alquiler en t monto:bajo"
Servicios de alojamiento por motivo de enseñanza: internados de colegios; residencias estudiantiles;,114004,alimentacion,False,DANE_ENIG,1,servicios de alojamiento por motivo de enseñanza: internados de colegios; residencias estudiantiles; monto:medio
Corte de pelo para hombres y niños,4360,servicios,False,DANE_ENIG,1,corte de pelo para hombres y niños monto:bajo
Afeitado en barberías,2378,servicios,False,DANE_ENIG,1,afeitado en barberías monto:bajo
"Corte de pelo, peinado y alizado para mujeres y niñas",6583,servicios,False,DANE_ENIG,1,"corte de pelo, peinado y alizado para mujeres y niñas monto:bajo"
Tratamientos capilares y faciales,18000,servicios,False,DANE_ENIG,1,tratamientos capilares y faciales monto:bajo
Manicure y pedicure,6106,servicios,False,DANE_ENIG,1,manicure y pedicure monto:bajo
"Teñido de cabello, permanentes y desrizados en salon de belleza",19633,servicios,False,DANE_ENIG,1,"teñido de cabello, permanentes y desrizados en salon de belleza monto:bajo"
Depilaciones,3000,servicios,False,DANE_ENIG,1,depilaciones monto:bajo
"Máquinas eléctricas de afeitar, para cortar el pelo y depiladoras",3929,servicios,False,DANE_ENIG,1,"máquinas eléctricas de afeitar, para cortar el pelo y depiladoras monto:bajo"
Pinzas y secadores eléctricos,6503,servicios,False,DANE_ENIG,1,pinzas y secadores eléctricos monto:bajo
"Otros aparatos eléctricos para el cuidado personal: cepillos de dientes, vaporizdores, artículos elé",125,servicios,False,DANE_ENIG,1,"otros aparatos eléctricos para el cuidado personal: cepillos de dientes, vaporizdores, artículos elé monto:bajo"
"Máquina de afeitar no desechables, cuchillas y repuestos para máquinas de afeitar desechables, depil",2641,servicios,False,DANE_ENIG,1,"máquina de afeitar no desechables, cuchillas y repuestos para máquinas de afeitar desechables, depil monto:bajo"
Balanzas personales o pesas,1417,servicios,False,DANE_ENIG,1,balanzas personales o pesas monto:bajo
Jabones de tocador líquidos y en barra,2796,servicios,False,DANE_ENIG,1,jabones de tocador líquidos y en barra monto:bajo
"Champús, acondicionadores, bálsamos, enjuagues, cremas y tratamientos para el cabello (excluir los p",7961,servicios,False,DANE_ENIG,1,"champús, acondicionadores, bálsamos, enjuagues, cremas y tratamientos para el cabello (excluir los p monto:bajo"
"Cremas de afeitar (tubo, aerosol, gel) y lociones para después de la afeitada",8293,servicios,False,DANE_ENIG,1,"cremas de afeitar (tubo, aerosol, gel) y lociones para después de la afeitada monto:bajo"
"Desodorantes (crema, barra, roll-on, aerosol)",5783,servicios,False,DANE_ENIG,1,"desodorantes (crema, barra, roll-on, aerosol) monto:bajo"
"Perfumes, colonias y lociones",39301,servicios,False,DANE_ENIG,1,"perfumes, colonias y lociones monto:medio"
"Artículos para la higiene corporal del bebé: Aceites, cremas, champús, bálsamos, , jabones, colonias",12693,servicios,False,DANE_ENIG,1,"artículos para la higiene corporal del bebé: aceites, cremas, champús, bálsamos, , jabones, colonias monto:bajo"
Otros artículos para higiene corporal,4643,servicios,False,DANE_ENIG,1,otros artículos para higiene corporal monto:bajo
"Cepillos de dientes, hilo y seda dental",4099,servicios,False,DANE_ENIG,1,"cepillos de dientes, hilo y seda dental monto:bajo"
Crema dental y enjuague bucal,3619,servicios,False,DANE_ENIG,1,crema dental y enjuague bucal monto:bajo
"Otros artículos para la higiene oral (blanqueadores, ceras, etc)",11942,servicios,False,DANE_ENIG,1,"otros artículos para la higiene oral (blanqueadores, ceras, etc) monto:bajo"
"Bases para la cara, polvos faciales, pestañinas, labiales, lápices de ceja, delineadores, sombras y ",10070,servicios,False,DANE_ENIG,1,"bases para la cara, polvos faciales, pestañinas, labiales, lápices de ceja, delineadores, sombras y monto:bajo"
